,mentions,log2_mentions,avg_tfidf
series,3477,11.763627351727628,0.13608834048398047
let,2249,11.135067945777816,0.05911273763326016
far,2387,11.220982851081777,0.05662051446957758
sure,2497,11.285980105928212,0.059844073674530915
idea,1947,10.927037168720295,0.0665240621972249
laugh,2119,11.04916787237217,0.09003064706376498
shoot,2064,11.011227255423254,0.062029157625396306
help,2846,11.474719946526482,0.05416921145373194
line,2267,11.146568675740786,0.06468961789845327
run,2275,11.151650829973422,0.059725395557564565
view,3041,11.570330101030798,0.060684989246665544
audience,2495,11.284824100224624,0.06269657965458944
expect,2380,11.216745858195306,0.0668637461926361
especially,3124,11.60917873814198,0.053294624889276394
course,2675,11.385323176175872,0.052076552592386686
episode,3058,11.578372691360805,0.17041376414308876
place,2476,11.273795599214264,0.05425997456573398
tv,2490,11.281930026955443,0.08721669685207892
screen,2384,11.219168520462162,0.057211775389712394
maybe,1852,10.854868383260236,0.07658039213363586
lead,2715,11.406736482691723,0.05301978463233189
moment,2588,11.337621901992508,0.06548869581582402
bring,2738,11.4189067312579,0.05577645995625976
book,2052,11.002815015607053,0.11453936685616675
version,2369,11.21006248324023,0.12213224754355188
use,2228,11.121533517340032,0.055111848615584116
fun,2651,11.37232095486726,0.07946316167340803
hope,2092,11.030667136246942,0.06780552016148665
instead,1406,10.457380879072534,0.0583895408654585
early,2492,11.283088353024002,0.058234050660865906
different,2710,11.404077136241234,0.06422070456434122
lose,2281,11.155450731312138,0.0647355669596586
follow,2409,11.23421867823847,0.06051993402457846
problem,1867,10.866506212226202,0.06852332536539255
talk,1764,10.784634845557521,0.06802448824038874
short,2289,11.160501747555687,0.08742381653850537
american,2277,11.152918576136623,0.07465296724790793
wife,2319,11.179287104646004,0.06914318700945538
understand,2056,11.005624549193879,0.07065779019920812
death,2094,11.032045726930809,0.07242829280000003
hard,2150,11.070120944476823,0.06006515964427613
beautiful,2919,11.511258495502268,0.06512517066599206
remember,2324,11.18239435340453,0.08203902414542706
second,1959,10.935901682267588,0.06034617017749885
face,2040,10.994353436858859,0.057481269791967694
hear,1982,10.952741247186488,0.06486018582109007
boy,2203,11.105253779700883,0.09077369685121978
head,1798,10.812177305514448,0.06099362957565456
miss,2119,11.04916787237217,0.06688890747035398
change,2123,11.051888655905378,0.06482781694211323
poor,834,9.703903573444663,0.07360450052463578
true,2404,11.231221180711186,0.06406222584253209
direct,2053,11.003517912108602,0.05957457104000276
classic,2468,11.269126679149418,0.06544159013832684
appear,1749,10.772314573921653,0.057632188459102236
include,2139,11.062720767165045,0.05166065002838797
simply,1616,10.658211482751796,0.0687324203892383
father,2319,11.179287104646004,0.08226440875312442
call,1640,10.679480099505446,0.05534864438992793
excellent,3037,11.56843119316746,0.06522415772080253
money,1389,10.439830883981392,0.07537999264367638
nice,2036,10.991521846075695,0.0783985234805859
house,1859,10.860311054919482,0.09620229068629088
die,1732,10.758223214726724,0.06711369596820564
mind,2023,10.982280604558284,0.06368865562503534
sense,1714,10.7431513941125,0.06307190905084469
suppose,863,9.753216749178955,0.08207546570605838
hand,1828,10.83605035505807,0.058259851879736264
hollywood,1953,10.93147623388679,0.07220686938635174
couple,1664,10.700439718141093,0.06751529020092834
attempt,1285,10.32755264408124,0.06102974655289716
involve,1734,10.759888183221834,0.06076990140892867
read,1643,10.682116764950074,0.07267432678323778
wrong,1276,10.31741261376487,0.06933969630098377
sound,1792,10.807354922057604,0.07800307332554038
dvd,2187,11.094737505048093,0.08772500174621159
eye,1990,10.958552715431011,0.06492831767607173
stupid,574,9.164906926675688,0.11876281589159007
away,1685,10.71853287606922,0.05844127069403342
add,1808,10.820178962415188,0.06250490318105612
picture,1948,10.927777962082342,0.0726224959888326
war,2301,11.16804526822409,0.1321699488117393
care,1347,10.395534135462302,0.0702656990776725
word,1638,10.677719641641009,0.06514466918849163
night,1786,10.802516365121223,0.07700516190316038
decide,1505,10.555547771647065,0.06050365852205614
completely,1268,10.308339030139408,0.06815838299362298
sort,1430,10.481799431665753,0.06616756936759288
truly,2023,10.982280604558284,0.06730198430700583
meet,2000,10.965784284662087,0.05840527909584987
home,1866,10.86573327085176,0.06478925869680524
feature,1870,10.868822554774999,0.06465901154503402
song,1993,10.960725994839057,0.1058373599821303
dialogue,1211,10.24198314969433,0.07834796697502579
style,1907,10.897089128312755,0.06484112859318107
title,1368,10.417852514885897,0.07084237138945088
case,1485,10.536247215688128,0.06443011818780528
terrible,431,8.751544059089099,0.09800677558816184
release,1869,10.868050853745158,0.07581300254394482
create,1890,10.884170519108435,0.06238725391712582
black,1552,10.599912842187127,0.0985913376395096
lack,1193,10.220378327695228,0.06611205814332267
joke,1033,10.01262453886506,0.11492397581480769
human,1877,10.874212934830874,0.07984745619211607
murder,1702,10.733015321685963,0.09169490491072707
mother,1882,10.878050912728536,0.08981591229560072
job,1716,10.744833837499545,0.0667671449416983
wonderful,2582,11.33427328530719,0.07197579834456216
guess,1027,10.004220466318195,0.08104689378345162
high,1623,10.664447284547972,0.06203415593055711
awful,304,8.247927513443585,0.09996434981665224
late,1883,10.878817284614229,0.05645811191236794
rest,1205,10.234817431117325,0.06420344712302238
wonder,1300,10.344295907915816,0.0684749416592277
keep,1626,10.667111542075027,0.06430377736493854
recommend,1620,10.661778097771988,0.07393733390156781
game,1794,10.80896417491926,0.24521166867804203
perfect,2338,11.191059214531656,0.07057185013426497
finally,1599,10.642954223480332,0.05787986899278932
experience,1922,10.90839262077375,0.06888820191745805
consider,1499,10.54978466794786,0.06250607684254932
effect,1352,10.400879436282183,0.07346111031337467
certainly,1688,10.721099188707186,0.06539374574820224
dead,1360,10.409390936137703,0.07150372713987821
move,1942,10.923327485419192,0.064008017387012
production,1426,10.477758266443889,0.08090301638901662
cinema,1670,10.705632387361415,0.07821899672853187
fall,1442,10.493855449240822,0.05955720908703623
stand,1576,10.622051819456376,0.06383766671717973
sit,1012,9.98299357469431,0.07278680511538312
yes,1371,10.421012855779226,0.07741275773598759
fight,1473,10.524541715035848,0.08460469769388759
half,1051,10.037546953962178,0.07651572495386008
overall,1570,10.61654884377899,0.06466060661700415
force,1415,10.466586337719244,0.0595176775612191
cut,1213,10.24436383512051,0.07551609137693681
look_like,0,-inf,
worth,1235,10.27029532647204,0.07424417994745616
drama,1802,10.815383295813538,0.07943626550424511
dark,1657,10.694357887221452,0.07821829644048754
boring,518,9.016808287686555,0.09482416235443428
example,1245,10.281930026955443,0.06171500068092663
type,1417,10.468624042918018,0.07581811929194425
base,1436,10.487840033823051,0.06181764944446497
stop,1159,10.178664851006472,0.06687342571070116
john,1503,10.553629293916364,0.08674425735558543
voice,1460,10.51175265376738,0.09095507782406924
fine,1818,10.828136484194108,0.06574824807714452
direction,1209,10.239598529249124,0.0658042488086128
mr,1479,10.530406337099068,0.10191374176781286
save,858,9.744833837499545,0.06852314824781575
piece,1295,10.338736382573916,0.07129434134994476
hour,1042,10.025139562278508,0.0786021178443979
ask,1242,10.278449458220482,0.0647511850160406
definitely,1700,10.731319031025064,0.07654406505351988
favorite,2081,11.023061249735335,0.07701181900889273
entire,1031,10.00982861736811,0.0713215050134377
small,1572,10.618385502258606,0.06329060055344368
camera,1066,10.057991722759176,0.07297714401260647
mention,1121,10.130570562805426,0.06547718211513869
close,1465,10.51668494930961,0.061745715660373554
light,1430,10.481799431665753,0.06695679228299778
later,1528,10.577428828035748,0.05543022785934667
shot,1133,10.145932145820515,0.07078544270216652
brother,1408,10.459431618637296,0.09700359305150691
age,1610,10.65284497300198,0.07452213671923617
able,1471,10.52258153125483,0.06620253219407496
relationship,1739,10.764042217306587,0.07905937312031336
unfortunately,824,9.686500527183219,0.06715470748679464
quality,1298,10.342074667999139,0.07212053178613743
have,1301,10.345405246717796,0.06273200263850488
review,1103,10.107217075591382,0.08751086848805074
hit,1376,10.426264754702098,0.06468268672515781
viewer,1414,10.4655664048094,0.06661228659883606
son,1432,10.483815777264256,0.08870107161310802
evil,1161,10.181152256865566,0.08640608035918211
acting,999,9.964340867792417,0.07271320445075227
totally,1065,10.056637715113201,0.08434403577448035
fail,718,9.487840033823051,0.06972315985645
today,1887,10.881878707600446,0.07368655705773289
history,1518,10.567956075415466,0.07719943155733856
hero,1176,10.199672344836364,0.08310784233484636
portray,1500,10.550746785383243,0.0684592505734477
stuff,1106,10.111135670234708,0.08032475723650609
comment,1175,10.198445041452363,0.09624643552946584
manage,1249,10.286557761607957,0.0641306287487698
speak,1132,10.144658242831882,0.06735011737802125
learn,1447,10.498849206531725,0.06907508554245366
soon,1405,10.456354415108288,0.06326597965142541
strong,1750,10.77313920671969,0.06747682182569938
flick,930,9.861086905995395,0.09058146884377749
sex,975,9.929258408636972,0.0965014504205954
writer,988,9.948367231584678,0.07481697869493409
killer,931,9.862637357558794,0.10365297315458469
despite,1351,10.399811959325685,0.0600809896070276
deal,1565,10.61194694181998,0.06739077245989333
absolutely,940,9.876516946565,0.08029286905540128
group,1236,10.271463027904375,0.08280500530722641
actress,1309,10.354249381945241,0.08090810210553755
break,1209,10.239598529249124,0.06505190179431133
amazing,1913,10.901621158346112,0.08322215528763538
wish,1253,10.29117069932186,0.08169436908911033
daughter,1257,10.295768934420508,0.08857035809798204
hold,1375,10.425215903299383,0.06435145573516703
realize,1287,10.329796338220701,0.06625260755273939
genre,1334,10.381542951184585,0.07658826256320057
throw,851,9.733015321685963,0.06931058645439263
car,1056,10.044394119358454,0.1226883223165568
forget,1291,10.33427328530719,0.07057535355016946
name,1152,10.169925001442312,0.06692929018460972
situation,1383,10.433585441150495,0.07591596765341327
buy,1128,10.139551352398794,0.09079928587195167
part,1302,10.346513733165635,0.07830717730471366
matter,1190,10.216745858195306,0.07054326090509228
main,1145,10.161131882984307,0.06659717692481985
year_old,1084,10.08214904135387,0.0903965945841938
humor,1346,10.394462694610317,0.09272302860553085
hate,910,9.829722735086058,0.09638849923592542
brilliant,1817,10.827342704234116,0.07594267029884628
level,1166,10.187352073200497,0.08160679307416696
wait,1101,10.10459875356437,0.07866701891986767
rent,718,9.487840033823051,0.11833061957798843
special_effect,838,9.710806433699352,0.0957189148826624
obviously,856,9.741466986401146,0.06824777672645398
walk,863,9.753216749178955,0.07589164157544143
oh,624,9.285402218862249,0.08594145850488821
talent,1113,10.12023787734196,0.07430444824409656
present,1385,10.43567026093655,0.06471024027041042
sequence,1308,10.353146825498083,0.07842321176260526
number,1224,10.257387842692651,0.08673973687979668
horrible,341,8.413627929024173,0.08889724420692177
power,1296,10.339850002884624,0.07381408396907675
entertain,1318,10.364134655008051,0.07952557816410737
city,1401,10.452241240430817,0.08836870841680733
heart,1534,10.583082767502933,0.07816894136106989
open,1203,10.232420927176076,0.059988639785624374
catch,1329,10.376125389276174,0.06770417723129449
school,1090,10.090112419664289,0.10881671951994189
surprise,1294,10.337621901992508,0.07471819100037169
order,1133,10.145932145820515,0.06128283583031758
b,789,9.623881490013458,0.1000671822153187
past,1260,10.29920801838728,0.07077735982059889
event,1257,10.295768934420508,0.07500941224310659
theme,1371,10.421012855779226,0.07191653628397184
career,1164,10.184875342908283,0.06536742224743322
strange,1146,10.162391328756906,0.07991122138469169
pick,1040,10.022367813028454,0.0748548211993313
town,1141,10.156083076288681,0.08469839850545208
monster,686,9.422064766172813,0.15237192101566366
white,982,9.939579214314692,0.0895361941836979
country,1281,10.323054760341646,0.07418391396876156
drive,1115,10.122827994807666,0.07101000202364374
grow,1293,10.336506559810255,0.07257224517835266
simple,1439,10.490850876740298,0.07309876350425047
final,1138,10.152284842306582,0.06475784100955045
ok,598,9.224001674198105,0.09716178855389153
chance,1219,10.251482410620213,0.07494801409136458
cause,1020,9.994353436858859,0.07153956350078812
effort,825,9.688250309133178,0.07237985106775761
particularly,1139,10.153552031708111,0.0664353248094417
rate,1029,10.007027266893969,0.08179296382050195
decent,618,9.271463027904375,0.09233100285668125
win,1287,10.329796338220701,0.07461258102570306
hell,721,9.493855449240822,0.08734185261591612
deserve,1106,10.111135670234708,0.07282316681699869
return,1156,10.174925682500678,0.06634823784797797
sequel,700,9.451211111832329,0.11216478718301086
touch,1468,10.519636252843213,0.06859627269237349
extremely,1034,10.014020470314934,0.07705869243684728
husband,1161,10.181152256865566,0.08604249895285881
cool,997,9.961449694398196,0.09931463971711012
etc,966,9.915879378835774,0.07423134758702873
video,996,9.960001932068081,0.12256530427435094
sad,986,9.945443836377912,0.09174290370179208
provide,1241,10.277287400130357,0.06685144749511099
reality,1279,10.320800548881637,0.08524611976528804
cop,851,9.733015321685963,0.12137686691947841
opinion,1130,10.14210705730255,0.07839473393220925
explain,735,9.521600439723727,0.07357748105933988
god,770,9.588714635582264,0.12366359097684283
element,1106,10.111135670234708,0.07375960626112803
obvious,766,9.581200581924957,0.06978407110111301
art,1090,10.090112419664289,0.0973196536801149
body,885,9.78953364497036,0.07615647859088522
figure,914,9.83605035505807,0.06923443980280695
score,1210,10.240791332161956,0.07536657546537877
hilarious,1349,10.397674632948268,0.07935676982375213
offer,1071,10.064742764750257,0.06660664208260354
allow,1084,10.08214904135387,0.06477382904264323
scary,753,9.556506054671928,0.11922099616794146
dream,1288,10.330916878114618,0.09411912045967136
novel,1029,10.007027266893969,0.11476673108322327
complete,878,9.778077129535358,0.06787216405121325
dog,935,9.868822554774999,0.14898664309116982
usually,903,9.818582177480858,0.07622441450401729
pay,738,9.527477006060396,0.0687170603455704
compare,1015,9.987264012072538,0.07521041324640042
dialog,671,9.390168956200183,0.0935807028000706
result,955,9.899356922923111,0.059681701553449894
theater,956,9.900866807980748,0.0982457329803358
main_character,842,9.717676423066395,0.08273741427183853
question,1063,10.053925881531105,0.0697492772219914
check,916,9.839203788096944,0.08543106422960928
violence,968,9.918863237274595,0.0815690073357156
note,1054,10.041659151637214,0.06696975911463653
documentary,1151,10.16867211813223,0.15216515070725803
cinematography,1093,10.094077685671905,0.06767968791608615
team,1072,10.066089190457772,0.10973153271005096
michael,1094,10.095397022792557,0.12837638328833115
ridiculous,355,8.471675214392045,0.0884869942989924
exactly,838,9.710806433699352,0.07110764080219872
important,1152,10.169925001442312,0.07205280005774461
blood,755,9.560332834212442,0.09180655101014784
deliver,1080,10.076815597050832,0.06993637495743789
possible,812,9.665335917185176,0.07098690840289565
stick,703,9.457380879072534,0.07690761325004242
sister,1108,10.113742166049189,0.10213449129276055
cheap,369,8.527477006060396,0.0883117165570662
credit,796,9.63662462054365,0.07118043905590496
focus,1070,10.06339508128851,0.06719519825875676
low_budget,621,9.278449458220482,0.10705077382542026
one,966,9.915879378835774,0.07652097261588826
message,1005,9.972979786066292,0.09692847275401582
silly,604,9.238404739325079,0.09902426022118904
spend,691,9.432541900388259,0.07358620440070968
somewhat,1020,9.994353436858859,0.06573146113889193
waste,280,8.129283016944967,0.09966675663247088
zombie,449,8.810571634741146,0.3474554818778104
pull,927,9.85642552862553,0.07134218315152552
produce,873,9.76983784362944,0.07385014957233635
stay,946,9.885696373339394,0.06968190814783981
parent,1045,10.029287226968245,0.10404224274739211
room,899,9.812177305514448,0.08183413993176876
apparently,543,9.084808387804362,0.06983399321105993
self,1008,9.977279923499916,0.07311238933186501
usual,1011,9.981567281903015,0.07357557171337979
basically,648,9.339850002884624,0.07760959232015857
form,1078,10.074141462752506,0.06332975044289728
special,974,9.927777962082342,0.08561391655575118
draw,1006,9.974414589805527,0.07828003016922434
image,1094,10.095397022792557,0.075927071339741
fill,917,9.840777923595054,0.07054941713603223
prove,984,9.94251450533924,0.0654781982513772
gore,626,9.290018846932618,0.1283133952106338
local,884,9.787902559391432,0.0732250222488689
single,717,9.485829308701904,0.07038577847633841
easy,1046,10.030667136246942,0.0726975291857981
clearly,775,9.5980525001616,0.07127504908691873
pass,777,9.60177078840771,0.07065824825857991
thriller,984,9.94251450533924,0.11154328582330118
major,938,9.873444112515376,0.07261881674926873
budget,595,9.216745858195306,0.09771311452035396
cover,739,9.52943055414615,0.07596920052074986
steal,869,9.7632123668144,0.07040175545452376
imagine,767,9.583082767502933,0.07368908806667665
filmmaker,691,9.432541900388259,0.0808752786337409
seriously,573,9.162391328756906,0.08978138814857706
state,891,9.799281621521923,0.06628841119723848
thought,818,9.67595703294175,0.08445463082637837
crap,306,8.257387842692651,0.12051503047131587
stage,990,9.951284714966972,0.08426210501593479
remain,994,9.957102041562287,0.06551276334795574
discover,1046,10.030667136246942,0.0641580606491688
season,1196,10.224001674198105,0.19584104426264634
fire,734,9.519636252843213,0.08630359234866454
deep,1090,10.090112419664289,0.0764597826143661
female,713,9.477758266443889,0.08546275426352133
soundtrack,1043,10.026523442519766,0.08918513854047092
television,962,9.909893083770042,0.09885589789296817
predictable,443,8.791162888555018,0.10192979993603438
low,562,9.134426320220927,0.08144413048443841
d,797,9.638435913990472,0.11566594297559554
earth,788,9.622051819456376,0.11264373017263071
escape,903,9.818582177480858,0.07173308864963802
doubt,845,9.722807531169547,0.07247534757099548
wear,693,9.436711542137214,0.07357627586540824
edit,622,9.280770770130603,0.08575433840261443
date,954,9.897845456005511,0.07908069019832034
avoid,429,8.744833837499545,0.07459059990807676
clear,832,9.700439718141093,0.06635743041031998
easily,899,9.812177305514448,0.07166282945621785
weak,492,8.94251450533924,0.07994318844973514
french,1000,9.965784284662087,0.11304377766429245
street,962,9.909893083770042,0.08892898552895698
develop,888,9.794415866350105,0.07072714617509385
british,951,9.893301530860564,0.09719683642839548
villain,820,9.679480099505446,0.08568279294653543
remind,983,9.94104760634058,0.0746849394556732
future,979,9.935165049603695,0.08149556008222487
slow,682,9.413627929024173,0.08871864795554461
similar,946,9.885696373339394,0.06532086990639592
annoying,319,8.31741261376487,0.09399863386246161
send,859,9.746514321138463,0.069717981477353
doctor,865,9.756556322524087,0.16321846226361544
bunch,470,8.876516946565,0.0846149584484053
huge,761,9.571752643503546,0.07153551635663902
david,964,9.912889336229961,0.1265035550727897
western,998,9.96289600533726,0.1453882036010917
carry,850,9.731319031025064,0.06632696142399136
waste_time,96,6.584962500721156,0.10684969092248908
producer,692,9.434628227636725,0.07838810347622938
bore,357,8.479780264029099,0.09554023293840462
capture,1074,10.068778277985412,0.06921154997799502
interest,758,9.566054038171092,0.06948944974862163
storyline,684,9.417852514885897,0.09915460826893834
lady,876,9.774787059601174,0.0949219390819013
certain,905,9.821773981970567,0.07486159360971145
enjoyable,1070,10.06339508128851,0.08189089349153063
dance,967,9.917372079476841,0.1419902170498138
agree,783,9.612868497291041,0.07736746120927135
crime,922,9.848622940429339,0.08811152052595306
build,805,9.65284497300198,0.07144815271868124
suck,277,8.113742166049189,0.10781841217185766
dull,248,7.954196310386875,0.09821284517577114
aspect,852,9.734709620225837,0.07251708540300784
air,824,9.686500527183219,0.08397042659584537
choose,786,9.618385502258606,0.07166902790592113
got,635,9.310612781659529,0.08519886656668672
gun,619,9.273795599214264,0.09449460150329202
class,819,9.677719641641009,0.08949498473597967
soldier,862,9.751544059089099,0.15446196583706612
victim,658,9.361943773735241,0.0822381312358669
modern,983,9.94104760634058,0.08057782241136026
musical,1011,9.981567281903015,0.14103276378064367
emotion,977,9.932214751968385,0.08488338308054474
happy,960,9.906890595608518,0.0834951539607311
rating,657,9.35974956032233,0.12799426949191
issue,879,9.779719355143405,0.08899005006746634
list,656,9.357552004618084,0.08742570872783614
cartoon,811,9.663558104217273,0.20534540829183276
tale,994,9.957102041562287,0.08570872543941319
adult,901,9.815383295813538,0.09857390533186298
realistic,1049,10.034798962577268,0.08858037450117263
okay,451,8.81698362325538,0.09729627038531462
put,786,9.618385502258606,0.06588853709667662
reveal,903,9.818582177480858,0.06799470140924109
drug,709,9.469641817239516,0.13842350735131487
general,804,9.651051691178928,0.07843155071431028
famous,954,9.897845456005511,0.06937802840097905
typical,825,9.688250309133178,0.07683737486887904
mark,858,9.744833837499545,0.10114589155331412
match,934,9.867278739709661,0.24047406142551597
attack,614,9.262094845370179,0.08495512593325441
fit,832,9.700439718141093,0.07065033133999213
thank,987,9.946906274456397,0.08894390106226072
detail,890,9.79766152585376,0.07531837657218055
space,645,9.333155350310616,0.1112305421704591
bear,817,9.674192268145683,0.07120704291214482
standard,676,9.400879436282183,0.07877881369748346
romance,942,9.879583249612784,0.09377788712618165
suspense,735,9.521600439723727,0.10311359937055427
lie,749,9.54882190845875,0.07796220057682478
mess,279,8.124121311829187,0.09400976783449862
continue,832,9.700439718141093,0.06534506265255087
notice,745,9.541096615349524,0.07998887918236101
fly,736,9.523561956057012,0.09079963174783634
english,774,9.59618975614441,0.08848388165402399
subject,758,9.566054038171092,0.08437170304820349
beat,727,9.505811553919594,0.08340262277681408
nearly,670,9.388017285345136,0.07358369680092743
dr,793,9.63117705570398,0.11691923035795328
robert,827,9.691743519171276,0.08917927045130711
masterpiece,1040,10.022367813028454,0.07654468235978856
animation,929,9.859534786382653,0.13646844710107944
plan,775,9.5980525001616,0.06969627263693691
average,605,9.240791332161956,0.09284611855081885
believable,898,9.810571634741146,0.08515079205565193
fantastic,1143,10.158609688214478,0.08777036492841807
material,615,9.264442600226602,0.07721539658048915
support,851,9.733015321685963,0.0680986171681361
water,695,9.44086916761087,0.10208878419240916
period,835,9.705632387361415,0.07075154528791204
society,950,9.89178370321831,0.08531787830978456
large,771,9.590587049915035,0.06542220229872663
free,645,9.333155350310616,0.07273271734736934
alien,486,8.92481250360578,0.16860441825877753
bother,312,8.285402218862249,0.09506353110007289
eventually,786,9.618385502258606,0.05939060643686885
mystery,801,9.64565843240871,0.10194608160490279
pace,835,9.705632387361415,0.069987841487459
vampire,517,9.014020470314934,0.2807786652178327
marry,869,9.7632123668144,0.06876967149116574
twist,762,9.573647187493322,0.09134313510833696
suffer,665,9.377210530388552,0.07196901265285613
actual,595,9.216745858195306,0.07743245085097647
particular,816,9.672425341971495,0.06903403653866444
atmosphere,906,9.823367240046235,0.07700936601161418
feeling,840,9.714245517666123,0.08044729325598404
sci_fi,623,9.283088353024002,0.14905920974088802
student,669,9.38586240064146,0.1276174035816217
near,617,9.269126679149418,0.06708239817863595
admit,706,9.46352437327118,0.08034669119457273
studio,781,9.60917873814198,0.09288865591504727
king,793,9.63117705570398,0.12278466574656119
george,826,9.689997971419446,0.1156266036765916
hot,667,9.381542951184585,0.1011623212130582
eat,551,9.105908508571158,0.08811882289853479
choice,768,9.584962500721156,0.08418329101996502
battle,819,9.677719641641009,0.09723588831918696
german,810,9.661778097771988,0.1460819201894416
america,821,9.681238411777805,0.08780253658936298
entertainment,779,9.605479518061669,0.08532138014121132
lame,168,7.392317422778761,0.12018267886515373
shame,591,9.207014320177532,0.09028408772996657
jack,846,9.72451385311995,0.15409271425733526
difficult,791,9.627533884472792,0.07590156477663841
copy,668,9.383704292474052,0.1255128251514972
baby,642,9.326429487122303,0.10712767591360257
dumb,263,8.038918989292302,0.12110993903976648
ride,788,9.622051819456376,0.08177587600024569
rock,717,9.485829308701904,0.12644858246495302
fear,841,9.715961990255144,0.08347930153026809
weird,563,9.13699111208023,0.1031151547551636
having,666,9.379378367071261,0.06558117513999696
premise,462,8.851749041416058,0.09850708617198095
possibly,533,9.057991722759176,0.0765282240599825
gay,594,9.214319120800766,0.2108559391799426
james,763,9.57553924683453,0.10127231712772278
describe,666,9.379378367071261,0.07612700929995111
lover,813,9.667111542075027,0.07884696753378538
treat,765,9.579315937580015,0.07221698954272567
truth,804,9.651051691178928,0.0828695968043551
cheesy,444,8.794415866350105,0.11023147596728747
struggle,806,9.654636028527968,0.08423396524273892
visual,865,9.756556322524087,0.08320995758663936
